COD;RUA;SAL;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;LAT;LONG
350600305000289;CRUZAMENTO DA RUA JÚLIO RODRIGUES COM A RUA NILTON GIMENES.;726.99;;;;;-8.296874500;-35.9855012000
350600305000496;CRUZAMENTO DA RUA ANTÔNIO MOLINA COM GALVÃO DE CASTRO.;721.46;;;;;-22.318973500;-49.0556085000
350600305000170;CRUZAMENTO DA RUA SÃO SEBASTIÃO COM A RUA MAJOR ANTENOR FRANCISCO DO NASCIMENTO.;715.30;;;;;-7.406392200;-35.2729033000
350600305000218;CRUZAMENTO DA RUA MANOEL CASTELLANO RODRIGUES COM A RUA SÃO SEBASTIÃO.;714.44;;;;;-22.313283600;-49.1176198000
350600305000430;CRUZAMENTO DA AVENIDA LÚCIO LUCIANO COM A ALAMEDA ENGENHEIRO JOÃO B. P. FANTIN.;714.43;;;;;-22.333462500;-49.0226772000
350600305000316;CRUZAMENTO DA RUA SÃO ROQUE COM A RUA SÃO SEBASTIÃO.;711.05;;;;;-7.737637200;-37.9930232000
350600305000355;ENTRONCAMENTO DA AVENIDA CENTRAL COM A RUA DOS FERROVIÁRIOS.;709.52;;;;;-29.366827900;-50.8603991000
350600305000412;CRUZAMENTO DA RUA LUIZ TENTOR COM O CÓRREGO ÁGUA DO JOÃO COSTA.;709.29;;;;;-22.336361500;-49.0284680000
350600305000499;CRUZAMENTO DA ESTRADA BOA VISTA COM A RUA ALFREDO RODRIGUES DE SOUZA.;706.74;;;;;-7.554321000;-35.0090230000
350600305000281;CRUZAMENTO DA RUA EDSON PEREIRA LEITE COM A AVENIDA DO CONTORNO.;706.41;;;;;-22.305190800;-49.1097540000
350600305000394;ENTRONCAMENTO DA RUA DOS CONTABILISTAS COM A RUA DOS MECÂNICOS.;692.08;;;;;-22.884730400;-47.0426120000
350600305000280;CRUZAMENTO DA RUA AZOR GARCIA DOS SANTOS COM RUA EDEGHAL APARÍCIO BIONDO.;688.79;;;;;-22.304992200;-49.1153707000
350600305000167;CRUZAMENTO DA RUA WALTER RODOLPHO COM A AVENIDA ELIAS MIGUEL MALUF.;669.77;;;;;-22.326749100;-49.1119981000
350600305000350;CRUZAMENTO DA RODOVIA COMANDANTE JOÃO RIBEIRO DE BARROS SP-294 BAURU / MARÍLIA COM A RUA SEGUNDO SARGENTO JOSÉ MENDES LEAL.;651.78;;;;;-22.326351300;-49.4333904000
350600305000471;CRUZAMENTO DA RUA NAOKI SHINOHARA COM A RUA NATAL FORNAZARI.;650.00;;;;;-22.319765000;-49.0092803000
350600305000215;CRUZAMENTO DA AVENIDA WALDEMAR GUIMARÃES FERREIRA COM OS TRILHOS DA NOVOESTE.;642.71;;;;;-22.328958900;-49.1187057000
350600305000498;RESIDENCIAL VILA GRENÁ - LOCALIZADO NA RUA CRISTIANO PAGANI NÚMERO 10-49.;638.35;;;;;-22.318973500;-49.0556085000
350600305000421;ENTRONCAMENTO DA RUA TRINTA COM A RUA HELDER S AMARAL.;626.65;;;;;-22.844497900;-47.1978344000
350600305000219;CRUZAMENTO DA RUA JESO CONTIJO DE MORAES COM A RUA JÚLIA RIBEIRO VECCHI.;618.67;;;;;-22.306513800;-49.1158484000
350600305000378;CRUZAMENTO DA RUA ENGENHEIRO XERXES RIBEIRO DOS SANTOS COM A RUA ALZIRO ZARZUR.;611.77;;;;;-22.335248300;-49.0324821000
350600305000127;CRUZAMENTO DA ALAMEDA TRÓIA COM A ALAMEDA EMATITE.;594.37;;;;;-22.312034600;-49.1043521000
350600305000305;CRUZAMENTO DA AVENIDA CASTELO BRANCO COM A RUA FLORENTINO ALEXANDRINO DE OLIVEIRA.;590.06;;;;;-23.464171300;-51.8617990000
350600305000142;CRUZAMENTO DA PRAÇA DAS ORQUÍDEAS COM A ALAMEDA DOS CRAVOS.;588.68;;;;;-23.497150550;-46.8510248400
350600305000470;AVENIDA LÚCIO LUCIANO.;584.79;;;;;-22.327888000;-49.0279299000
350600305000172;CRUZAMENTO DA ALAMEDA ACRÓPOLE COM A ALAMEDA VÊNUS.;554.86;;;;;-22.311158700;-49.1069511000
350600305000386;ENTRONCAMENTO DA AVENIDA CASTELO BRANCO COM A RUA MILTON NASCIMENTO BUENO.;552.65;;;;;-23.464171300;-51.8617990000
350600305000123;CRUZAMENTO DA AVENIDA WALDEMAR G. FERREIRA COM A RUA TORQUATO GONÇALVES DE ANDRADE.;540.97;;;;;-20.740603800;-48.9101454000
350600305000042; CÓRREGO DA LAGOA COM OS TRILHOS DA FERROBAN.;537.85;;;;;-22.324280600;-49.0959802000
350600305000383;CRUZAMENTO DA RUA LÁZARO RODRIGUES COM A RUA ANÉSIA PINHEIRO MACHADO.;530.02;;;;;-21.726922500;-46.3872881000
350600305000523;CRUZAMENTO DA RODOVIA MARECHAL RONDON SP-300 COM A LINHA DE ALTA TENSÃO DA CESP.;512.00;;;;;-23.213206800;-47.4905442000
350600305000278;CRUZAMENTO DA RUA JESO CONTIJO DE MORAES COM A RUA AMINA HAVAD GIACOVANI.;475.47;;;;;-22.306513800;-49.1158484000
350600305000444;CRUZAMENTO DA DIVISA DO PARQUE SANTA TEREZINHA COM A RODOVIA BAURU/JAÚ SP-225.;463.46;;;;;-23.342209000;-46.8435761000
350600305000043;RUA HILDEBRANDO DE CARVALHO COM A RUA GUILHERME GARMES.;451.80;;;;;-12.161179400;-45.0041883000
350600305000357;CRUZAMENTO DA RUA DOS PEDREIROS COM A AVENIDA APARECIDA INES CHRISPIM DE MATOS.;441.83;;;;;-23.171083600;-49.3829260000
350600305000318;CRUZAMENTO DA RUA PEDRO ÁLVARES MANSERA COM A RODOVIA COMANDANTE JOÃO RIBEIRO DE BARROS SP-294.;427.11;;;;;-22.304992200;-49.1153707000
350600305000323;CRUZAMENTO DA ESTRADA PARA IPA COM A RODOVIA COMANDANTE JOÃO RIBEIRO DE BARROS SP-294.;379.80;;;;;-8.129096550;-35.3046970300
350600305000422;ENTRONCAMENTO DA RUA JORGE SCHNEYDER FILHO COM A AVENIDA DE ACESSO HORÁCIO FREDERICO PYLES.;257.11;;;;;-22.315643500;-49.0187899000
350600305000275;CRUZAMENTO DA RUA SÃO SEBASTIÃO COM A RUA JOSÉ GONÇALVES.;193.32;;;;;-7.406392200;-35.2729033000
